Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Drama,4,2,Lalwani,Deepti,Mukesh,Manisha
Drama,6,49,Ghose,Mithun,Nandana,Pran
Mystery,6,8,Dave,Ajit,Shakila,Pran
Horror,6,45,Ramsay,Tulsi,Prem,Padmini
Comedy,5,1,Dhir,Kartik,Kriti,Paresh
Drama,5,3,Narain,Kiara,Taher,Akansha
Action,6,2,Sen,Madhuri,Juhi,Divya
Crime,4,7,Venu,Devan,Raj,Pramila
Comedy,6,11,Sircar,Amitabh,Ayushmann,Vijay
Drama,7,1,Nawathe,Nanda,Manoj,Pran
Action,7,1,Mukherji,Prasenjit,Anirban,Tanushree
Action,4,14,Prem,Reena,Subhash,Danny
Crime,5,7,Ishara,Sanjeev,Kumkum,Sailesh
Drama,5,20,Sharma,Mehmood,Jeetendra,Rajshree
Action,5,16,Sharma,Mithun,Sangeeta,Aditya
Action,4,14,Mitra,Shatrughan,Dimple,Chunky
Action,6,32,Hussain,Nisar,Master,Shakeela
Action,7,9,Shah,Mithun,Mukesh,Mohan
Action,5,34,Rawail,Rishi,Parveen,Rajendra
Drama,4,40,Bhatt,Atul,Ishrat,Pooja
Action,5,25,Sharma,Janhvi,Pankaj,Angad
Action,6,41,Suri,Karann,Nathalia,Ganesh
Action,7,4,Rai,Bobby,Kajol,Manisha
Crime,6,1,Raman,Akshay,Pankaj,Aamir
Drama,7,22,Ratnam,Mithun,Abhishek,Aishwarya
Action,5,8,Kumar,Ashok,Mahendra,Prema
Action,4,8,Prasad,Beena,Kishore,Birbal
Comedy,6,9,Kumar,Rajkumar,Tanuja,Sanjeev
Mystery,6,7,Verma,Jannat,Varsha,Uma
Drama,7,17,Leela,Hrithik,Aishwarya,Shernaz
Drama,5,5,Ahmad,Mala,Bharat,Helen
Action,5,23,Khan,Akbar,Ranjeeta,Smita
Drama,5,11,Dixit,Rehana,Radha,Anil
Crime,7,2,Dhulia,Jimmy,Hrishitaa,Irrfan
Drama,5,14,Kapoor,Divya,Mukesh,Archana
Adventure,6,11,Khopkar,Tushar,Parzaan,Amin
Drama,6,1,Thirumugham,Rajesh,Tanuja,David
Family,5,28,Mohan,Sanjeev,Reena,Shatrughan
Musical,7,42,Anand,Sanjeev,Zeenat,Jackie
Action,6,9,Jung,Mahendra,Priti,Narendra
Thriller,4,1,Bhatt,Hina,Sid,Rohan
Comedy,5,1,Agrawal,Govinda,Rani,Johnny
Action,4,13,Kannanthanam,Somesh,Shama,Vikram
Action,4,19,Balraj,Jackie,Varsha,Aditya
Action,4,25,Balraj,Jackie,Aditya,Ayub
Comedy,6,18,Joy,Sahil,Divya,Sareh
Drama,5,8,Kumar,Bharat,Birbal,Anil
Comedy,5,31,Bhardwaj,Rajesh,Sanjana,Priyanka
Action,4,26,Rao,Jeetendra,Jaya,Pran
Musical,6,10,Mukherjee,Rono,Ram,Laxmi
Family,4,18,Kumar,Govinda,Farha,Sonika
Crime,7,1,Jha,Barun,Sachin,Manu
Adventure,6,36,Kashyap,Meena,Ajit,Pran
Drama,4,6,Suri,Seema,Shraddha,Vikrant
Crime,6,2,Santoshi,Ajay,Vidya,Pankaj
Comedy,6,28,Johar,I.S.,Majnu,Shammi
Drama,6,10,Prakash,Parikshit,Nutan,Mithun
Action,5,1,Kaushik,Anil,Aishwarya,Sonali
Drama,5,39,Pasha,Rishi,Farha,Kiran
Documentary,7,43,Patwardhan,Deepa,Rita,Supriya
Adventure,7,8,Balath,Rahul,Harry,Thomas
Family,6,43,Mehra,Sanjeev,Rakhee,Amjad
Drama,6,5,Suri,Rajkummar,Emraan,Vidya
Drama,7,6,Samarth,Shobhna,Motilal,Nutan
Drama,6,8,Nath,Ashok,Tanuja,Anand
Drama,7,1,Khan,Talha,Vikas,Rasika
Drama,6,21,Sahu,Pradeep,Mala,Kishore
Drama,6,29,Prakash,Rajendra,Jamuna,Mehmood
Drama,6,10,Roy,Maya,Radhamohan,Tulsi
Comedy,6,25,Sagar,Randhir,Tanuja,Gajanan
Musical,6,44,Deshpande,Manoj,Sonali,Seema
Drama,7,36,Kaul,Trimala,Abhay,Ashish
Drama,7,13,Kashyap,Dhiraj,Master,Istiyak
Comedy,6,30,Rangachary,Ishrat,Aparajita,Asrani
Fantasy,7,11,Mistry,Hercules,Ashish,Kanan
Comedy,6,5,Aziz,Diana,Abhay,Jimmy
Comedy,5,3,D.K.,Raj,Saif,Ileana
Action,5,34,Khan,Shah,Deepika,Abhishek
Comedy,4,1,Aziz,Sonakshi,Diana,Jimmy
Crime,4,22,Rao,Asrani,Raj,Beena
Drama,4,25,Bhosle,Dimple,Anupam,Aasif
Comedy,5,4,Kanwar,Salman,Preity,Rani
Adventure,6,8,Mistry,Neera,Ashish,Anjana
Fantasy,6,8,Desai,Nirupa,Trilok,Jeevan
Drama,7,3,Mehta,Sanjay,Deepak,Sarika
Drama,6,3,Sharma,Nawazuddin,Shweta,Trimala
Drama,6,17,Sahu,Biswajit,Shiv,Lalita
Action,5,10,Sagar,Ashok,Kabir,Asha
Fantasy,6,14,Adarsh,Prithviraj,Jaymala,B.M.
Romance,6,31,Behl,Shammi,Mala,Randhir
Comedy,6,13,Mathew,Sidharth,Parineeti,Adah
Action,6,3,Dhawan,Sanjay,Govinda,Karisma
Action,5,10,Nagaich,Sanjay,Rekha,Sujit
Action,4,35,Gaekwad,Jackie,Naseeruddin,Nagma
Drama,5,3,Agnihotri,Nikhil,Gulshan,Paoli
Drama,4,2,Pandya,Jay,Surveen,Sushant
Drama,4,3,Pandya,Sharman,Karan,Zareen
Drama,7,50,Sinha,Ajitesh,Bhanu,Samit
Adventure,6,17,Wadia,Shakila,Paidi,Meenaxi
Action,6,32,Mohan,Vinod,Moushumi,Rakesh
Action,5,31,Prasad,Mithun,Suman,Rami
Horror,4,17,Talwar,Rana,Sunil,Kamna
Action,6,2,Bhatt,Mimoh,Tia,Achint
Horror,6,31,Kumar,Sharan,Gavie,Krishna
Horror,5,30,Ramsay,Rakesh,Marc,Aaloka
Drama,7,1,Gupte,Makrand,Partho,Devraya
Biography,5,1,Puri,Naman,Mithun,Kanishka
Action,5,43,Mohan,Rishi,Mandakini,Mithun
Drama,6,35,Kumar,Anil,Neetu,Pradeep
Drama,7,4,Mishra,Kay,Shiney,Chitrangda
Romance,4,12,Butt,Nutan,Pradeep,Darpan
Action,5,23,Ahmed,Sunil,Asha,Shatrughan
Drama,4,11,Chopra,Shubha,Ashim,Kumari
Drama,5,1,Sarkar,Kajol,Riddhi,Tota
Action,4,3,Khan,Salman,Rani,Arbaaz
Comedy,5,3,Saraswat,Aadar,Jackie,Shloka
Drama,6,13,Unnithan,Kitu,Milind,Neena
Comedy,6,2,Dhawan,Govinda,Karisma,Kader
Action,5,2,Karnik,Sohail,Vatsal,Amrita
Drama,5,4,Bhandarkar,Kareena,Arjun,Randeep
Action,5,8,Khan,Tiger,Kriti,Parthaa
Crime,7,11,Haasan,Kamal,Shah,Rani
Comedy,6,13,Khan,Akshay,Fardeen,Riteish
Comedy,7,11,Malhotra,Asif,Rani,Neeraj
Crime,7,27,Ali,Alia,Randeep,Durgesh
Thriller,5,13,Khan,Kay,Arif,Perizaad
Romance,7,11,Samanta,Pradeep,Bina,Shyama
Action,5,39,Thapa,Sunil,Mallika,Ranjeet
Action,6,31,Nagaich,Jeetendra,Mumtaz,Prem
Action,5,43,Bapaiah,Jeetendra,Sridevi,Asrani
Action,5,18,Jani,Arun,Gajendra,Dharmendra
Action,4,26,Gilatar,Tinnu,Beena,Mithun
Action,6,3,Insan,Gurmeet,Gurmeet,Honeypreet
Comedy,7,24,Chaudhary,Irrfan,Saba,Dishita
Action,5,7,Bal,Victor,Sabyasachi,Mithun
Family,6,8,Kumar,Vicky,Samiksha,Sanjay
Family,5,14,Bhatt,Ashok,Shashi,Shabana
Action,5,33,Mohan,Hema,Shatrughan,Mithun
Drama,5,33,Mohan,Mithun,Poonam,Mandakini
Action,5,53,Prasad,Mithun,Shilpa,Manek
Crime,6,45,Louis,Victor,Krishna,Mahesh
Drama,5,9,Jagneshwar,Mala,Balraj,Premendra
Drama,5,19,Santoshi,Shashi,Vijaya,Rajendranath
Action,7,26,Murugadoss,Akshay,Sonakshi,Freddy
Comedy,6,18,Gandhi,Anubhuti,Ashwin,Sahirr
Comedy,6,33,Nag,Leena,Anil,Nazima
Comedy,5,51,Mohan,Rishi,Varsha,Ashwini
Comedy,6,2,Kagti,Abhay,Minissha,Boman
Horror,4,1,Raina,Karan,Nishant,Hasan
Action,4,33,Raghavendra,Jeetendra,Shatrughan,Asrani
Romance,5,15,Kapoor,Asrani,Bobby,Manoj
Comedy,5,10,i,Rajith,Brijendra,Johnny
Action,7,56,Maras,Dev,Armie,Nazanin
Comedy,7,2,Bhutiani,Adil,Lalit,Geetanjali
Comedy,5,1,Basu,Shashanka,Ali,Shriya
Horror,7,8,Sachdeva,Vandana,Vishal,Prince
Drama,6,37,Bandopadhyay,Prasenjit,Rimjhim,Sreelekha
Comedy,5,13,Khan,Akshay,Deepika,Riteish
Action,5,13,Khan,Akshay,John,Asin
Drama,7,54,Ojha,Nargis,Sitara,Dilip
Action,6,2,Anand,Amitabh,Rajinikanth,Govinda
Drama,5,1,Kaushik,Anil,Kajol,Anupam
Comedy,7,19,R.,Madhuri,Salman,Mohnish
Drama,7,16,Majumdar,Dev,Ramola,Amir
Comedy,7,17,Leela,Aishwarya,Salman,Ajay
Drama,5,11,Ishara,Raj,Smita,Shoma
Comedy,6,56,Glaad,Rajesh,Hema,Reena
Drama,7,28,Santoshi,Durga,Kamala,Dev
Action,4,15,Kumar,Raj,Om,Deepak
Comedy,6,10,Kumar,Muntazir,Manoj,Sheet
Action,5,10,Satyanarayana,Nagarjuna,Ramya,Charan
Action,4,18,Segal,Kumar,Padmini,Monty
Comedy,7,5,Bhatt,Aamir,Juhi,Sharokh
Drama,7,55,Mukherjee,Sunil,Joy,Asha
Drama,5,25,Roy,Mithun,Padmini,Vinod
Action,4,1,Dhawan,Amitabh,Sanjay,Asad
Drama,6,15,Sarhadi,Nutan,Shyama,Durga
Drama,6,11,Santoshi,Master,Satish,Daisy
Adventure,4,16,Binny,Aishwarya,Ashutosh,Sunil
Drama,4,7,Goel,Sarvar,Kkhushi,Vikram
Musical,5,46,Singh,Jugal,Tina,Sachin
Drama,6,12,Anand,Ketan,Vijay,Shabana
Drama,6,7,R.,Mohnish,Salman,Saif
Adventure,6,42,Bahry,Birbal,Mithun,Mohan
Action,6,47,Bahry,Mithun,Zeenat,Danny
Action,4,48,Bahry,Dharmendra,Mithun,Anita
Drama,6,24,Sagar,Jeetendra,Hema,Amjad
Drama,5,19,Peepat,Shashi,Mandakini,Rajiv
Comedy,7,13,Kohli,Saif,Rani,Kirron
Drama,4,42,Nanda,Raj,Krishna,Mohnish
Drama,5,10,Kumar,Ashok,Vinod,Bharti
Drama,6,18,Durrani,Mashaal,Sohini,Mukesh
Drama,5,6,Adiyaman,Shah,Madhuri,Salman
Drama,7,46,Khan,Ashok,Veena,Nargis
Musical,6,26,Ganguly,Rakhee,Parikshit,Biswajit
Drama,5,3,Kanwar,Akshay,Katrina,Bipasha
Action,4,51,Chandra,Ashok,Dharmendra,Anil
Drama,6,51,Ukey,Omkar,Siddharth,Gaurav
Comedy,6,11,Khaitan,Varun,Alia,Ashutosh
Action,6,3,Alibhai,Mastan,Bobby,Akshaye
Drama,7,9,Bannerjee,Chetan,Dev,Kalpana
Action,6,18,Mukherjee,Mala,Joy,Sharmila
Comedy,5,9,Mitra,Amjad,Randhir,Raj
Comedy,7,39,Abbas,Kishore,Vinod,Zeenat
Comedy,6,19,Ali,Massod,Masti,Aziz
Comedy,7,5,Kulkarni,Gulshan,Radhika,Sai
Comedy,6,7,Kashyap,Taapsee,Abhishek,Vicky
Adventure,6,14,Kumar,Sanjeev,L.,Indira
Comedy,6,1,Shukla,Rajat,Ranvir,Neha
Drama,5,23,Siddique,Mehul,Dheeraj,Munmun
Drama,7,12,Mishra,Vinay,Amit,Shikha
Drama,5,11,J.,Suresh,Ankita,Yash
Romance,6,25,Kasaria,Jass,Ruslaan,Chetna
Comedy,5,7,Malhotra,Imran,Sonam,Sammir
Comedy,4,1,b,Arjun,Vipasha,Chunky
Comedy,4,1,Sharma,John,Chitrangda,Prachi
Comedy,4,38,Mitra,Sushant,Hrishitaa,Milind
Action,5,18,Nutan,Rohit,Shikha,Deepak
Drama,6,7,Talwar,Kishore,Meena,Jagdish
Romance,7,27,Padmanabham,Sanjeev,Leena,Johnny
Drama,5,7,V.,Parag,Asrani,Babita
Action,7,17,Kaushik,Salman,Bhoomika,Sachin
Action,5,2,Maharajan,Sunny,Shilpa,Raj
Drama,4,52,D'Souza,Jaz,Gurleen,Mukesh
Drama,6,27,Adhikari,Kanchan,Payal,Riecha
Action,6,21,Paul,Omkar,Amann,Vishal
Action,4,1,Kumar,Arjun,Sudev,Rajesh
Drama,7,57,Lahiri,Suchitra,Uttam,Biman
Musical,6,12,Madan,Nissar,Jehanara,Abdul
Drama,6,1,Bhandarkar,Kirti,Tota,Neil
Drama,6,2,Mishra,Arjun,Chitrangda,Vipin
Drama,7,38,Bose,Durga,Prithviraj,Syed
Action,4,43,Khan,Shatrughan,Sanjay,Shekhar
Action,4,44,Nag,Dharmendra,Rajinikanth,Jaya
Action,4,28,Rama,Rekha,Anil,Richa
Crime,6,38,Mitra,Rajesh,Padmini,Tina
Action,5,29,Bedi,Jeetendra,Vinod,Reena
Action,5,14,Irani,Sanjeev,Faryal,Sheikh
Drama,6,38,Samanta,Sunil,Madhubala,Nasir
Drama,6,13,Raj,Shashi,Madhu,Sujit
Crime,6,5,Ishara,Sanjeev,Snehlata,Nadira
Action,5,32,Rao,Dharmendra,Jeetendra,Anita
Action,4,1,Subhash,Akshay,Ajay,Tusshar
Action,4,52,Kohli,Dharmendra,Shatrughan,Anita
Action,5,15,Samanta,Ashok,Geeta,Mehmood
Action,6,29,Ramsay,Tulsi,Vishnuvardhan,Sangeeta
Adventure,6,7,Adil,Sanjeev,Neelam,Bindu
Action,6,32,Naser,Habib,Adnan,R.K.
Drama,6,48,Nayyar,Ashok,Sadhana,Sanjay
Drama,5,9,Mitra,Raj,Reena,Shakti
Action,4,2,Mehra,Akshay,Twinkle,Rajat
Drama,5,5,Singh,Rinku,Padmini,Baldev
Musical,4,5,Advani,Birbal,Aruna,Yunus
Comedy,4,41,Ravi,Amarjeet,Shilpa,Deepa
Drama,4,17,Singh,Shatrughan,Parveen,Moon
Drama,6,1,Singh,Naseeruddin,Arshad,Divya
Comedy,5,50,Rawail,John,Akanksha,Om
Comedy,5,38,Kumar,Aditi,Ansh,Amit
Drama,5,10,Amarnath,Joy,Vyjayanthimala,Jayant
Action,6,7,Faisal,Arjun,Parineeti,Gauahar
Drama,7,59,Anand,Dev,Zeenat,Shabana
Action,6,10,Kumar,Aamir,Ajay,Juhi
Comedy,5,12,Pawadia,Munesh,Asrani,Shakti
Music,6,51,Khan,Rishi,Priyanka,Manjul
Romance,5,10,Mirza,Divya,Brij,Shafi
Romance,7,18,Malhotra,Nyra,Mugdha,Nishant
Romance,6,48,Saigal,Sadhana,Dharmendra,Biswajit
Thriller,5,17,Menon,Suman,Milind,Deepak
Drama,5,12,D'Souza,Hrishitaa,Shahbaaz,Mohit
Comedy,6,3,Ghosh,Shahid,Amrita,Shenaz
Comedy,7,10,Chaubey,Vidya,Naseeruddin,Arshad
Action,6,18,Kumar,Amrityan,Moshin,Snighdadeep
Action,7,8,Kumar,Yuvraj,Manon,Rasheed
Action,4,45,Mavani,Arun,Prem,Sunny
Drama,6,6,Samanta,Ashok,Shyama,Mehmood
Drama,5,34,Joshi,Raaj,Shabana,Rati
Comedy,4,9,Tyagi,Asrani,Arun,Dinesh
Crime,7,10,Chopra,Sidharth,Sonakshi,Akshaye
Action,5,43,Gaekwad,Jackie,Sangeeta,Gulshan
Drama,5,18,Pandey,Rina,Arvind,Jaswir
Action,5,31,Bhattacharjee,Biswajit,Mala,Sujit
Action,6,8,Hussain,Aravind,Bambi,Bela
Thriller,6,15,Kumar,Kamal,Madhoo,Ronit
Action,5,48,Jhalani,Dharmendra,Jeetendra,Hema
Drama,5,7,Nath,Urmila,Iftekhar,Jankidas
Action,4,43,Kashyap,Sanjay,Anita,Anuradha
Action,6,5,Gulati,Hemant,Sahila,Natasha
Comedy,4,10,Saigal,Shekhar,Sudha,Satish
Drama,4,26,Pilgaonkar,Sachin,Birbal,Pushkar
Comedy,5,34,Mirza,Rajesh,Zeenat,Rehan
Drama,4,1,Sultanpuri,Salman,Urmila,Jaspal
Action,4,5,Luthra,Vinod,Bindiya,Mahendra
Drama,4,38,Anand,Muntazir,Akshay,Kabir
Comedy,7,25,Tyrewala,Imran,Genelia,Manjari
Drama,6,40,Samanta,Shammi,Leena,Sandhya
Drama,6,7,Kapoor,Asrani,Manju,Master
Romance,4,5,Behl,Randhir,Neetu,Ajit
Crime,6,48,Anand,Dev,Hema,Prem
Comedy,6,8,Kunder,Salman,Akshay,Preity
Mystery,6,14,Sawant,Rajesh,Rati,Tom
Drama,5,24,Jain,Jackie,Kushboo,Rati
Action,6,2,Darshan,Akshay,Karisma,Shilpa
Action,6,43,Ali,Rajesh,Zeenat,Pradeep
Action,6,36,Chanakya,Shashi,Rakhee,Shabnam
Crime,4,16,Naik,Shashi,Raj,Madhavi
Crime,6,9,Bahry,Vikram,Prema,Madan
Comedy,5,19,Ali,Shah,Anushka,Björn
Drama,4,10,Augustine,Tom,Abha,Ashutosh
Drama,6,26,Kapoor,Pradeep,Geeta,Siddhu
Drama,6,52,Chopra,Shah,Katrina,Anushka
Drama,5,14,Vikram,Parvin,Ambalika,Amit
Comedy,7,49,Ali,Shahid,Kareena,Tarun
Family,6,24,Saigal,Mala,Dharmendra,Anoop
Action,4,1,Singh,Sidharth,Parineeti,Javed
Drama,5,8,Rashid,Suresh,Shyam,Nalini
Adventure,7,9,Paranjape,Nandita,Sulabha,Girish
Horror,6,46,Nagaich,Ashok,Feroz,Reena
Fantasy,6,31,Vittalacharya,Jayamalini,Narasimha,Prabha
Action,6,9,Basu,Ranbir,Katrina,Saswata
Crime,5,12,Ganguly,Jyoti,Indira,Master
Action,4,9,Krishnan,Prakash,Arjun,Reema
Action,5,17,Shah,Ishrat,Hemant,Pinky
Romance,5,18,Kumar,Bharat,Mala,Shashikala
Drama,6,27,Tandon,Shashi,Hema,Nadira
Romance,6,23,Deepak,Rana,Shail,Sonali
Comedy,6,12,Johar,Dilip,Ambika,I.S.
Family,7,8,Sinha,Preeti,Ravi,Gurleen
Action,7,11,Jhaveri,Nirupa,Paidi,Ram
Drama,6,11,Soni,Ajinkya,Jayshree,Hema
Crime,5,2,Jha,Priyanka,Prakash,Manav
Musical,7,10,Thakur,Nirupa,P.,Ram
Action,5,18,Khan,Salman,Daisy,Tabu
Comedy,5,55,Bhullar,Ranjit,Azb,Dolly
Drama,7,37,Mohapatra,Sritam,Brendra,Sehenawaj
Biography,5,28,Ajmera,Rati,Kanchan,Rishi
Thriller,5,11,Saini,Hema,Jeetendra,Paresh
Fantasy,7,5,Desai,Nirupa,Shahu,Ulhas
Fantasy,7,8,Sharma,Ashish,Kanan,Anita
Drama,6,8,Thakur,Asrani,Rajni,Rajesh
Drama,6,33,Siddiqui,Nushrat,Lalit,Sanjay
Drama,5,19,Chandrashekhar,Rajesh,Jeetendra,Dimple
Action,4,17,Kumar,Raj,Kazan,Laila
Drama,6,1,Bhandarkar,Manoj,Atul,Neil
Action,6,39,Sonie,Ashok,Vinod,Reena
Crime,6,12,Modi,Sohrab,Geeta,Abhi
Drama,5,35,Kumaran,Jeetendra,Reena,Srividya
Action,5,16,Prasad,Jeetendra,Reena,Prem
Musical,6,31,Rajaram,Sandhya,Vatsala,Iftekhar
Fantasy,5,15,Jhalani,Jeetendra,Rekha,Deven
Drama,6,2,Bhardwaj,Rhea,Varun,Digangana
Action,4,26,Shah,Ishrat,Dharmendra,Shakti
History,7,33,Tah,Shabana,Gulzar,Vinod
Drama,5,15,Sagar,Kumkum,Kiran,Neena
Comedy,4,10,S.,Ganesh,Neha,Daisy
Mystery,5,43,Sadanah,Rishi,Danny,Amrish
Drama,5,6,Desai,Nirupa,Manher,B.M.
Action,4,27,Shah,Jeetendra,Vinod,Reena
Crime,4,14,Ishara,Raj,Farha,Sumeet
Drama,4,28,H.,Bhagyashree,Ayesha,Sonica
Musical,5,31,Prasad,Sadashiv,Sulabha,Asrani
Musical,4,20,Malani,Shona,Raja,Akash
Drama,5,9,Osten,Devika,Ashok,Pramila
Crime,6,5,Deshmukh,Emraan,Randeep,Esha
Crime,6,6,Deshmukh,Emraan,Sonal,Armen
Comedy,5,3,Insan,Gurmeet,Muntazir,Amardeep
Romance,6,30,Tandon,Vikas,Raj,Raj
Romance,5,19,Behl,Karan,Neelam,Moushumi
Comedy,6,6,Kakkar,Saif,Alaya,Tabu
Drama,7,8,Barua,Ratin,P.C.,Ahindra
Action,4,45,Kashyap,Raaj,Karisma,Harish
Comedy,4,8,Memon,Geeta,Nasir,Johnny
Family,6,5,Chughtai,Shaheed,Yogesh,Meena
Action,5,37,Reddy,Jackie,Sridevi,Shatrughan
Drama,6,29,Sonie,Shammi,Asha,Balraj
Drama,4,8,Pratap,Rakesh,Sahila,Tina
Drama,5,7,Sadiq,Pradeep,Vyjayanthimala,Purnima
Drama,6,6,Rangan,Abhilasha,Vijay,Ramesh
Action,5,1,Markan,Vivek,Neha,Rahul
Action,5,3,Gupta,Aishwarya,Irrfan,Shabana
Drama,4,26,Prakash,Raj,Zarina,Shashi
Action,5,31,Vatssalya,Ravi,Manish,Yashpal
Romance,6,10,Tandon,Beena,Prasenjit,Shafi
Romance,4,17,Anand,Kavita,Amita,Kunickaa
Drama,6,18,Chatterjee,Shekhar,Shabana,Dina
Action,4,47,Seth,Rajesh,Sanjay,Jackie
Action,5,55,Kohli,Dharmendra,Shatrughan,Raj
Action,4,16,Ralhan,Jeetendra,Reena,Nutan
Comedy,5,13,Jani,Dharmendra,Reena,Vikas
Action,5,2,Kanwar,Sunny,Karisma,Salman
Drama,7,30,Sinha,Suraiya,Dev,Kanhaiyalal
Romance,4,13,Subba,Randhir,Babita,Heena
Action,4,22,Thyagaraajan,Rakesh,Rajinikanth,Ranjeeta
Action,5,9,Bohra,Dinyar,Priya,Gulshan
Action,4,55,N.,Sanjay,Mandakini,Amjad
Drama,6,11,Kumaran,Vijay,Bindiya,Rakesh
Action,4,11,Chandrashekhar,Mithun,Avtar,Aruna
Drama,7,6,Osten,Devika,Ashok,Kamta
Action,6,12,Khanna,Shashi,Radha,Jalal
Action,5,32,Ghosh,Mithun,Atul,Mamta
Drama,6,22,Kaul,Shammi,Shashikala,Leela
Comedy,6,11,Baboo,Mukund,Sangeeth,Saraswat
Comedy,7,1,Ghosh,Sanjay,Rahul,Juhi
History,7,15,Mittal,Tom,Sadashiv,Arav
Drama,6,13,Mukherjee,Leela,Ashok,Shah
Drama,5,11,Shankar,Sunil,Vyjayanthimala,Pran
Comedy,6,1,Tyrewala,John,Paakhi,Raghu
Action,4,20,Bose,Shabana,Mithun,Poonam
Drama,6,44,Shroff,Dharmendra,Rekha,Amrish
Drama,5,15,Mitra,Joy,Rajshree,Jeevan
Drama,5,6,Bose,K.L.,Leela,Devbala
Drama,6,32,Nagaich,Jeetendra,Mumtaz,K.N.
Comedy,4,1,Manjrekar,Govinda,Sonali,Rinke
Drama,5,2,Saxena,Bipasha,John,Gulshan
Drama,4,7,Mishra,Arun,Debashree,Jayshree
Action,7,30,Gowariker,Hrithik,Aishwarya,Sonu
Comedy,5,2,Dhawan,Sanjay,Govinda,Twinkle
Comedy,6,14,Soni,I.S.,Sonia,Rajendranath
Action,6,12,Johar,Mumtaz,Rajan,I.S.
Comedy,6,49,Akbar,I.S.,Mehmood,Sonia
Action,6,44,Johar,Mehmood,Simi,I.S.
Action,6,39,Rao,Rati,J.N.,Bihari
Crime,7,11,Raghavan,Dharmendra,Rimi,Ashwini
Action,4,36,Kumar,Sanjay,Rati,Suresh
Action,5,13,Mahendran,Unni,Rajinikanth,Sridevi
Comedy,7,18,Kapoor,Arshad,Amrita,Boman
Comedy,7,23,Kapoor,Akshay,Huma,Saurabh
Comedy,5,1,Noorani,Govinda,Twinkle,Kader
Action,6,9,Khan,Dilip,Shah,Aishwarya
Action,5,8,N.,Anil,Ashok,Helen
Romance,4,9,Bedi,Rakesh,Kishore,Ramesh
Romance,6,21,Prakash,Shashi,Nanda,Tanuja
Comedy,6,2,Kanwar,Anil,Sridevi,Urmila
Comedy,5,5,Kovelamudi,Kangana,Rajkummar,Amyra
Action,6,5,Dhawan,Salman,Karisma,Rambha
Action,6,1,Gopal,Sunil,Fardeen,Urmila
Action,4,7,Sheikh,Amit,Kirti,Sapna
Action,5,12,Shah,Sapna,Amit,Vinod
Romance,6,6,Gulati,Raza,Amrit,Raju
Action,5,1,Russell,Vidyut,Lars,Asha
Drama,4,12,Khanna,Chandrachur,Shilpa,Sonali
Action,5,31,Prasad,Mithun,Rambha,Ashwini
Action,4,23,Dhawan,Shatrughan,Kumar,Amala
Crime,6,8,Subba,Waheeda,Vijay,Tanuja
Action,4,21,Khandewal,Arun,Mithun,Pinky
Action,5,9,Swamy,Mahendra,Asha,Farida
Action,5,33,Raman,Sunil,Madhubala,Sohrab
Action,5,28,Mehra,Waheeda,Shatrughan,Reena
Action,4,29,A.,Vijay,Abdul,Arjun
Drama,7,34,Chakrabarty,Ruma,Aga,Vikram
Drama,6,58,Subba,Saira,Dharmendra,Sujit
Drama,6,6,Guha,Sanjeev,Nivedita,Abhi
Drama,5,31,Chakravorty,Ajit,Birbal,Vijayendra
Drama,5,38,Rao,Jeetendra,Vinod,Ashok
Action,7,24,Gupta,Hrithik,Yami,Ronit
Action,6,29,Ranawat,Rajat,Sudesh,Abhay
Biography,7,6,Kaushik,Pankaj,Monal,Satish
Drama,6,11,Ishara,Sarika,Reena,Master
Adventure,4,5,Shah,Ajay,Vivek,John
Action,5,13,Shankar,Ishrat,Sadashiv,Madan
Action,6,8,Ranjith,Rajinikanth,Nana,Samuthirakani
Action,6,11,Lakhanpal,Sunil,Saira,Pran
Action,7,2,Chopra,Amitabh,Shashi,Shatrughan
Action,4,36,Bahry,Sunil,Monica,Amrish
Comedy,6,2,Verma,Saif,Asif,Neil
Action,6,29,Reddy,Mithun,Zeenat,Kamal
Action,6,1,Anand,Amitabh,Asha,Parveen
Action,5,42,Bhatnagar,Mithun,Kiran,Johnny
Thriller,6,13,Kapoor,Alka,Ramesh,Urmila
Drama,4,7,Kumar,Sushma,Tina,Leena
Action,5,18,Raghavendra,Jeetendra,Shabana,Radha
Drama,4,8,Yasin,Sanjeev,Smita,Shakti
Action,6,4,Gupta,Amitabh,Sanjay,Sunil
Drama,5,20,Nair,Nidhi,Kavya,Varun
Thriller,5,21,Tharun,Rajesh,Sneha,Kumar
Drama,5,9,Prakash,Amala,Vikas,Darshan
Action,6,11,Ranjith,Rajinikanth,Winston,Radhika
Action,6,19,Khosla,Feroz,Rekha,Kamini
Romance,5,14,Singh,Poonam,Sandeep,Debashree
Drama,6,18,Johar,Shah,Rani,Amitabh
Comedy,7,17,Shah,Shah,Suchitra,Deepak
Drama,7,46,Johar,Shah,Kajol,Amitabh
Comedy,6,20,Saini,Sajeel,Saurabh,Sona
Drama,7,1,Chopra,Amitabh,Shashi,Rakhee
Comedy,4,14,Dutta,Mamta,Charuhas,Anjan
Action,7,27,Reddy,Shahid,Kiara,Nikita
Action,4,9,Amarnath,Ajit,Helen,Samson
Adventure,6,3,Khan,John,Arshad,Salman
Action,6,1,Luthria,Ajay,Saif,Manisha
